Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_finished,Is_mechanical,Is_accident,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap,Engine,CircleLength,Quantity_of_circles,Quantity_of_drs,Quantity_of_turns,Tire_wear,Speed_of_turns,Downforce,Brake_load,Streets_or_not,Speed_of_track,PitStop_losing_time,Age,Average_pit_stop,AirTemp,TrackTemp,Humidity,Rainfall,WindSpeed,Pressure,Result_last_year,Salary,Team_financial_power,Regulation_Impact,Factorys_or_not,Strengh_of_first_partners,Driver_nationalitie,Points_before_race,Championship_position_before,teammate_points,points_ratio,points_ratio_log,avg_points_ratio,avg_last_3,avg_season
2018,8,Le Castellet,GRO,Haas F1 Team,11.0,10,10,0,6.0,6.0,,1,0,0,0,0,0,1,0,Ferrari,5.842,53,2,15,2,2,2,2,0,3,20.0,32,3.311,24.6,42.03333333333334,48.5,True,1.75,966.2,,4.2,1,0.5,0,7.0,FRA,0.0,19.0,8.0,0.0,0.0,0.5714285714285714,25.666666666666668,23.037142857142857
2018,8,Le Castellet,HAM,Mercedes,1.0,1,1,0,1.0,1.0,,1,0,0,0,0,0,1,0,Mercedes,5.842,53,2,15,2,2,2,2,0,3,20.0,33,2.777,24.6,42.03333333333334,48.5,True,1.75,966.2,,50.0,3,0.5,1,10.0,GBR,120.0,2.0,6.0,4.166665972222338,1.6422276008485026,3571429.9206347116,3.0,2.7142857142857144
2018,8,Le Castellet,HAR,Racing Bulls,14.0,20,17,0,15.0,15.0,,1,0,0,0,0,0,1,0,Honda,5.842,53,2,15,2,2,2,2,0,3,20.0,29,3.003,24.6,42.03333333333334,48.5,True,1.75,966.2,,0.15,2,0.5,0,,NZL,1.0,18.0,0.0,1.0,0.6931471805599453,142857.7142857143,27.676666666666666,20.868571428571432
2018,8,Le Castellet,HUL,Renault,9.0,12,12,0,18.0,11.0,,1,0,0,0,0,0,1,0,Renault,5.842,53,2,15,2,2,2,2,0,3,20.0,31,3.473,24.6,42.03333333333334,48.5,True,1.75,966.2,,3.5,2,0.5,1,6.0,GER,32.0,7.0,4.0,0.49999987500003124,0.4054650247748484,1142859.3571410894,21.666666666666668,18.301428571428573
2018,8,Le Castellet,LEC,Sauber,10.0,8,8,0,13.0,14.0,3.0,1,0,0,0,0,0,0,0,Ferrari,5.842,53,2,15,2,2,2,2,0,3,20.0,21,2.968,24.6,42.03333333333334,48.5,True,1.75,966.2,,0.15,1,0.5,0,8.0,MON,10.0,14.0,0.0,1000000.0,13.815511557963774,1428571.857142857,13.676666666666668,13.004285714285714
2018,8,Le Castellet,MAG,Haas F1 Team,6.0,9,9,0,10.0,9.0,,1,0,0,0,0,0,1,0,Ferrari,5.842,53,2,15,2,2,2,2,0,3,20.0,26,3.311,24.6,42.03333333333334,48.5,True,1.75,966.2,,4.0,1,0.5,0,7.0,DEN,19.0,10.0,0.0,8000000.0,15.894952224644102,2714286.285714286,10.666666666666666,13.35
2018,8,Le Castellet,OCO,Racing Point,50.0,11,11,0,12.0,16.0,11.0,0,0,1,0,0,0,0,0,Mercedes,5.842,53,2,15,2,2,2,2,0,3,20.0,22,3.22,24.6,42.03333333333334,48.5,True,1.75,966.2,,2.0,2,0.5,0,7.0,FRA,11.0,13.0,0.0,1.0,0.6931471805599453,1571428.857142857,14.496666666666664,18.07
2018,8,Le Castellet,PER,Racing Point,29.81,13,13,0,9.0,19.0,9.0,0,1,0,0,0,0,0,0,Mercedes,5.842,53,2,15,2,2,2,2,0,3,20.0,28,3.22,24.6,42.03333333333334,48.5,True,1.75,966.2,,3.0,2,0.5,0,6.0,MEX,17.0,12.0,0.0,1.0,0.6931471805599453,2428571.714285714,23.666666666666668,16.142857142857142
2018,8,Le Castellet,RAI,Ferrari,3.0,6,6,0,4.0,4.0,,1,0,0,0,0,0,1,0,Ferrari,5.842,53,2,15,2,2,2,2,0,3,20.0,39,2.84,24.6,42.03333333333334,48.5,True,1.75,966.2,,40.0,3,0.5,1,8.0,FIN,68.0,5.0,10.0,1.4999998500000151,0.9162906718741592,0.9766665043328396,16.21,12.049999999999999
2018,8,Le Castellet,RIC,Red Bull Racing,4.0,5,5,0,3.0,2.0,10.0,1,0,0,0,0,0,0,0,Renault,5.842,53,2,15,2,2,2,2,0,3,20.0,29,2.552,24.6,42.03333333333334,48.5,True,1.75,966.2,,6.0,3,0.5,0,6.0,AUS,84.0,4.0,18.0,0.6666666296296316,0.5108256015437694,2.85237998305601,3.3333333333333335,12.402857142857142
2018,8,Le Castellet,SAI,Renault,8.0,7,7,0,11.0,12.0,2.0,1,0,0,0,0,0,0,0,Renault,5.842,53,2,15,2,2,2,2,0,3,20.0,24,3.473,24.6,42.03333333333334,48.5,True,1.75,966.2,,3.0,2,0.5,1,9.0,ESP,24.0,9.0,2.0,1.9999990000005,1.0986119553348874,2285714.476190443,8.333333333333334,8.571428571428571
2018,8,Le Castellet,SIR,Williams,15.0,18,19,0,20.0,18.0,,1,0,0,0,0,0,1,0,Mercedes,5.842,53,2,15,2,2,2,2,0,3,20.0,23,3.228,24.6,42.03333333333334,48.5,True,1.75,966.2,,0.15,1,0.5,0,,RUS,0.0,19.0,0.0,1.0,0.6931471805599453,0.8571428571428571,15.666666666666666,25.255714285714284
2018,8,Le Castellet,STR,Williams,21.89,19,20,0,17.0,17.0,,0,1,0,0,0,0,1,0,Mercedes,5.842,53,2,15,2,2,2,2,0,3,20.0,20,3.228,24.6,42.03333333333334,48.5,True,1.75,966.2,,1.8,1,0.5,0,,CAN,4.0,16.0,0.0,1.0,0.6931471805599453,571429.4285714285,16.0,14.0
2018,8,Le Castellet,VAN,McLaren,12.0,17,18,0,19.0,13.0,6.0,1,0,0,0,0,0,0,0,Renault,5.842,53,2,15,2,2,2,2,0,3,20.0,26,3.127,24.6,42.03333333333334,48.5,True,1.75,966.2,,0.15,2,0.5,0,,BEL,8.0,15.0,0.0,1.0,0.6931471805599453,0.45714283047619475,18.786666666666665,13.622857142857143
2018,8,Le Castellet,VER,Red Bull Racing,2.0,4,4,0,7.0,3.0,,1,0,0,0,0,0,1,0,Renault,5.842,53,2,15,2,2,2,2,0,3,20.0,21,2.552,24.6,42.03333333333334,48.5,True,1.75,966.2,,11.0,3,0.5,0,,NED,50.0,6.0,12.0,1.4999998750000105,0.9162906818741581,0.8423809053920677,5.0,13.824285714285717
2018,8,Le Castellet,VET,Ferrari,5.0,3,3,0,5.0,5.0,5.0,1,0,0,0,0,0,0,0,Ferrari,5.842,53,2,15,2,2,2,2,0,3,20.0,31,2.84,24.6,42.03333333333334,48.5,True,1.75,966.2,,60.0,3,0.5,1,6.0,GER,121.0,1.0,15.0,0.6666666222222252,0.5108255970993254,5285715.317857045,2.3333333333333335,3.0
2018,9,Spielberg,ALO,McLaren,8.0,0,14,0,17.0,19.0,14.0,1,0,0,0,0,0,0,0,Renault,4.318,71,3,10,3,2,1,3,0,2,18.0,37,3.127,23.1,45.87934782608695,37.3,False,2.6,936.1,99.0,30.0,2,0.5,0,8.0,ESP,32.0,8.0,0.0,4000000.0,15.201805169084134,1250001.562499453,25.150000000000002,13.68125
2018,9,Spielberg,BOT,Mercedes,34.51,1,1,0,2.0,2.0,3.0,0,1,0,0,0,0,0,0,Mercedes,4.318,71,3,10,3,2,1,3,0,2,18.0,29,2.777,23.1,45.87934782608695,37.3,False,2.6,936.1,1.0,9.5,3,0.5,1,7.0,FIN,92.0,4.0,0.0,1.0,0.6931471805599453,0.7936110510873506,4.666666666666667,6.07375
2018,9,Spielberg,ERI,Sauber,10.0,20,20,0,11.0,14.0,16.0,1,0,0,0,0,0,0,0,Ferrari,4.318,71,3,10,3,2,1,3,0,2,18.0,28,2.968,23.1,45.87934782608695,37.3,False,2.6,936.1,15.0,0.15,1,0.5,0,5.0,SWE,2.0,17.0,2.0,0.499999750000125,0.40546494144156714,250000.375,13.0,17.2175
2018,9,Spielberg,GAS,Racing Bulls,11.0,12,12,0,10.0,9.0,12.0,1,0,0,0,0,0,0,0,Honda,4.318,71,3,10,3,2,1,3,0,2,18.0,22,3.003,23.1,45.87934782608695,37.3,False,2.6,936.1,,1.5,2,0.5,0,6.0,FRA,18.0,11.0,0.0,1.0,0.6931471805599453,2250000.625,22.666666666666668,24.86625
2018,9,Spielberg,GRO,Haas F1 Team,4.0,5,6,0,7.0,7.0,7.0,1,0,0,0,0,0,0,0,Ferrari,4.318,71,3,10,3,2,1,3,0,2,18.0,32,3.311,23.1,45.87934782608695,37.3,False,2.6,936.1,6.0,4.2,1,0.5,0,7.0,FRA,0.0,19.0,10.0,1.199999880000012,0.7884573058188196,0.5,12.666666666666666,21.5325
2018,9,Spielberg,HAM,Mercedes,22.54,2,2,0,1.0,1.0,2.0,0,1,0,0,0,0,0,0,Mercedes,4.318,71,3,10,3,2,1,3,0,2,18.0,33,2.777,23.1,45.87934782608695,37.3,False,2.6,936.1,4.0,50.0,3,0.5,1,10.0,GBR,145.0,1.0,0.0,1.0,0.6931471805599453,3125001.701388619,3.0,2.5
2018,9,Spielberg,HAR,Racing Bulls,24.79,19,19,0,19.0,17.0,17.0,0,1,0,0,0,0,0,0,Honda,4.318,71,3,10,3,2,1,3,0,2,18.0,29,3.003,23.1,45.87934782608695,37.3,False,2.6,936.1,,0.15,2,0.5,0,,NZL,1.0,18.0,0.0,1.0,0.6931471805599453,125000.625,28.343333333333334,20.01
2018,9,Spielberg,HUL,Renault,20.0,10,10,0,15.0,15.0,11.0,1,0,0,0,0,0,0,0,Renault,4.318,71,3,10,3,2,1,3,0,2,18.0,31,3.473,23.1,45.87934782608695,37.3,False,2.6,936.1,13.0,3.5,2,0.5,1,6.0,GER,34.0,7.0,0.0,1.0,0.6931471805599453,1000001.9999984376,8.0,17.13875
2018,9,Spielberg,LEC,Sauber,9.0,18,13,0,9.0,12.0,10.0,1,0,0,0,0,0,0,0,Ferrari,4.318,71,3,10,3,2,1,3,0,2,18.0,21,2.968,23.1,45.87934782608695,37.3,False,2.6,936.1,,0.15,1,0.5,0,8.0,MON,11.0,13.0,1.0,1.9999980000020001,1.0986116220018876,1375000.375,13.676666666666668,12.62875
2018,9,Spielberg,MAG,Haas F1 Team,5.0,8,8,0,12.0,8.0,8.0,1,0,0,0,0,0,0,0,Ferrari,4.318,71,3,10,3,2,1,3,0,2,18.0,26,3.311,23.1,45.87934782608695,37.3,False,2.6,936.1,99.0,4.0,1,0.5,0,7.0,DEN,27.0,10.0,12.0,0.8333332638888947,0.6061357656915302,3375000.5,10.666666666666666,12.43125
2018,9,Spielberg,OCO,Racing Point,6.0,11,11,0,8.0,13.0,13.0,1,0,0,0,0,0,0,0,Mercedes,4.318,71,3,10,3,2,1,3,0,2,18.0,22,3.22,23.1,45.87934782608695,37.3,False,2.6,936.1,8.0,2.0,2,0.5,0,7.0,FRA,11.0,13.0,6.0,1.3333331111111482,0.8472977651491197,1375000.375,21.666666666666668,22.06125
2018,9,Spielberg,PER,Racing Point,7.0,16,17,0,14.0,18.0,15.0,1,0,0,0,0,0,0,0,Mercedes,4.318,71,3,10,3,2,1,3,0,2,18.0,28,3.22,23.1,45.87934782608695,37.3,False,2.6,936.1,7.0,3.0,2,0.5,0,6.0,MEX,17.0,12.0,8.0,0.7499999062500118,0.5596157343639994,2125000.375,30.603333333333335,17.85125
2018,9,Spielberg,RAI,Ferrari,2.0,3,4,0,6.0,6.0,4.0,1,0,0,0,0,0,0,1,Ferrari,4.318,71,3,10,3,2,1,3,0,2,18.0,39,2.84,23.1,45.87934782608695,37.3,False,2.6,936.1,5.0,40.0,3,0.5,1,8.0,FIN,83.0,5.0,15.0,1.1999999200000053,0.7884573240006356,1.0420831725412367,4.333333333333333,10.91875
2018,9,Spielberg,RIC,Red Bull Racing,25.07,7,7,0,5.0,4.0,6.0,0,1,0,0,0,0,0,0,Renault,4.318,71,3,10,3,2,1,3,0,2,18.0,29,2.552,23.1,45.87934782608695,37.3,False,2.6,936.1,3.0,6.0,3,0.5,0,6.0,AUS,96.0,3.0,25.0,0.0,0.0,2.5791658138777125,3.0,11.3525
2018,9,Spielberg,SAI,Renault,12.0,9,9,0,13.0,11.0,9.0,1,0,0,0,0,0,0,0,Renault,4.318,71,3,10,3,2,1,3,0,2,18.0,24,3.473,23.1,45.87934782608695,37.3,False,2.6,936.1,99.0,3.0,2,0.5,1,9.0,ESP,28.0,9.0,0.0,1.0,0.6931471805599453,2000000.4166665126,8.666666666666666,8.5
2018,9,Spielberg,SIR,Williams,13.0,17,18,0,,16.0,20.0,1,0,0,0,1,0,0,0,Mercedes,4.318,71,3,10,3,2,1,3,0,2,18.0,23,3.228,23.1,45.87934782608695,37.3,False,2.6,936.1,,0.15,1,0.5,0,,RUS,0.0,19.0,0.0,1.0,0.6931471805599453,0.875,16.0,23.97375
2018,9,Spielberg,STR,Williams,14.0,14,15,0,16.0,20.0,19.0,1,0,0,0,0,0,0,0,Mercedes,4.318,71,3,10,3,2,1,3,0,2,18.0,20,3.228,23.1,45.87934782608695,37.3,False,2.6,936.1,10.0,1.8,1,0.5,0,,CAN,4.0,16.0,0.0,1.0,0.6931471805599453,500000.875,19.63,14.98625
2018,9,Spielberg,VAN,McLaren,21.69,15,16,0,18.0,10.0,18.0,0,0,1,0,0,0,0,0,Renault,4.318,71,3,10,3,2,1,3,0,2,18.0,26,3.127,23.1,45.87934782608695,37.3,False,2.6,936.1,12.0,0.15,2,0.5,0,,BEL,8.0,15.0,4.0,0.0,0.0,0.5249999766666704,14.0,13.42
2018,9,Spielberg,VER,Red Bull Racing,1.0,4,5,0,3.0,5.0,5.0,1,0,0,0,0,0,0,0,Renault,4.318,71,3,10,3,2,1,3,0,2,18.0,21,2.552,23.1,45.87934782608695,37.3,False,2.6,936.1,99.0,11.0,3,0.5,0,,NED,68.0,6.0,0.0,25000000.0,17.034386422832473,0.9245832765930605,4.666666666666667,12.346250000000001
2018,9,Spielberg,VET,Ferrari,3.0,6,3,0,4.0,3.0,1.0,1,0,0,0,0,0,0,0,Ferrari,4.318,71,3,10,3,2,1,3,0,2,18.0,31,2.84,23.1,45.87934782608695,37.3,False,2.6,936.1,2.0,60.0,3,0.5,1,6.0,GER,131.0,2.0,18.0,0.8333332870370396,0.6061357783177913,4625000.986458243,2.6666666666666665,3.25
2018,10,Silverstone,ALO,McLaren,8.0,13,13,0,15.0,6.0,13.0,1,0,0,0,0,0,0,0,Renault,5.891,52,2,18,3,3,3,1,0,3,17.0,37,3.127,27.5,52.16938775510204,38.8,False,1.4,1008.3,23.0,30.0,2,0.5,0,8.0,ESP,36.0,8.0,0.0,4000000.0,15.201805169084134,1555556.9444439583,18.926666666666666,13.05
2018,10,Silverstone,BOT,Mercedes,4.0,4,4,0,2.0,3.0,3.0,1,0,0,0,0,0,0,0,Mercedes,5.891,52,2,18,3,3,3,1,0,3,17.0,29,2.777,27.5,52.16938775510204,38.8,False,1.4,1008.3,2.0,9.5,3,0.5,1,7.0,FIN,92.0,6.0,18.0,0.6666666296296316,0.5108256015437694,0.8165431565220894,14.503333333333332,9.233333333333333
2018,10,Silverstone,ERI,Sauber,28.08,15,15,0,11.0,14.0,10.0,0,0,1,0,0,0,0,0,Ferrari,5.891,52,2,18,3,3,3,1,0,3,17.0,28,2.968,27.5,52.16938775510204,38.8,False,1.4,1008.3,14.0,0.15,1,0.5,0,5.0,SWE,3.0,18.0,0.0,1.0,0.6931471805599453,222222.61111108333,12.666666666666666,16.415555555555557
2018,10,Silverstone,GAS,Racing Bulls,13.0,14,14,0,12.0,13.0,19.0,1,0,0,0,0,0,0,0,Honda,5.891,52,2,18,3,3,3,1,0,3,17.0,22,3.003,27.5,52.16938775510204,38.8,False,1.4,1008.3,,1.5,2,0.5,0,6.0,FRA,18.0,13.0,0.0,1.0,0.6931471805599453,2000000.6666666667,24.0,23.325555555555557
2018,10,Silverstone,GRO,Haas F1 Team,25.77,8,8,0,7.0,,9.0,0,0,1,0,0,1,0,0,Ferrari,5.891,52,2,18,3,3,3,1,0,3,17.0,32,3.311,27.5,52.16938775510204,38.8,False,1.4,1008.3,13.0,4.2,1,0.5,0,7.0,FRA,12.0,15.0,2.0,0.0,0.0,0.5777777644444458,9.0,19.584444444444443
2018,10,Silverstone,HAM,Mercedes,2.0,1,1,0,1.0,2.0,1.0,1,0,0,0,0,0,0,0,Mercedes,5.891,52,2,18,3,3,3,1,0,3,17.0,33,2.777,27.5,52.16938775510204,38.8,False,1.4,1008.3,1.0,50.0,3,0.5,1,10.0,GBR,145.0,2.0,12.0,1.4999998750000105,0.9162906818741581,2777779.401234328,9.513333333333334,4.726666666666667
2018,10,Silverstone,HAR,Racing Bulls,49.42,0,20,0,19.0,18.0,,0,1,0,0,0,0,1,0,Honda,5.891,52,2,18,3,3,3,1,0,3,17.0,29,3.003,27.5,52.16938775510204,38.8,False,1.4,1008.3,,0.15,2,0.5,0,,NZL,1.0,19.0,0.0,1.0,0.6931471805599453,111111.77777777778,29.596666666666664,20.54111111111111
2018,10,Silverstone,HUL,Renault,6.0,11,11,0,18.0,7.0,14.0,1,0,0,0,0,0,0,0,Renault,5.891,52,2,18,3,3,3,1,0,3,17.0,31,3.473,27.5,52.16938775510204,38.8,False,1.4,1008.3,6.0,3.5,2,0.5,1,6.0,GER,34.0,9.0,0.0,8000000.0,15.894952224644102,888890.7777763889,12.0,17.456666666666667
2018,10,Silverstone,LEC,Sauber,29.62,9,9,0,13.0,10.0,7.0,0,1,0,0,0,0,0,0,Ferrari,5.891,52,2,18,3,3,3,1,0,3,17.0,21,2.968,27.5,52.16938775510204,38.8,False,1.4,1008.3,,0.15,1,0.5,0,8.0,MON,13.0,14.0,0.0,1.0,0.6931471805599453,1222222.7777775554,9.666666666666666,12.225555555555555
2018,10,Silverstone,MAG,Haas F1 Team,9.0,7,7,0,14.0,12.0,8.0,1,0,0,0,0,0,0,0,Ferrari,5.891,52,2,18,3,3,3,1,0,3,17.0,26,3.311,27.5,52.16938775510204,38.8,False,1.4,1008.3,12.0,4.0,1,0.5,0,7.0,DEN,37.0,7.0,0.0,2000000.0,14.508658238524095,3000000.5370370294,8.0,11.605555555555556
2018,10,Silverstone,OCO,Racing Point,7.0,10,10,0,9.0,8.0,11.0,1,0,0,0,0,0,0,0,Mercedes,5.891,52,2,18,3,3,3,1,0,3,17.0,22,3.22,27.5,52.16938775510204,38.8,False,1.4,1008.3,8.0,2.0,2,0.5,0,7.0,FRA,19.0,12.0,1.0,5.999994000006001,1.9459092919129461,1222222.703703679,21.666666666666668,20.276666666666667
2018,10,Silverstone,PER,Racing Point,10.0,12,12,0,8.0,9.0,12.0,1,0,0,0,0,0,0,0,Mercedes,5.891,52,2,18,3,3,3,1,0,3,17.0,28,3.22,27.5,52.16938775510204,38.8,False,1.4,1008.3,9.0,3.0,2,0.5,0,6.0,MEX,23.0,11.0,6.0,0.16666663888889352,0.15415065601773817,1888889.3055555453,28.936666666666667,16.645555555555557
2018,10,Silverstone,RAI,Ferrari,3.0,3,3,0,5.0,4.0,2.0,1,0,0,0,0,0,0,0,Ferrari,5.891,52,2,18,3,3,3,1,0,3,17.0,39,2.84,27.5,52.16938775510204,38.8,False,1.4,1008.3,3.0,40.0,3,0.5,1,8.0,FIN,101.0,3.0,25.0,0.599999976000001,0.47000361424573606,1.0596294778144333,3.6666666666666665,9.927777777777777
2018,10,Silverstone,RIC,Red Bull Racing,5.0,6,6,0,4.0,5.0,6.0,1,0,0,0,0,0,0,0,Renault,5.891,52,2,18,3,3,3,1,0,3,17.0,29,2.552,27.5,52.16938775510204,38.8,False,1.4,1008.3,5.0,6.0,3,0.5,0,6.0,AUS,96.0,4.0,0.0,10000000.0,16.118095750958314,2.2925918345579666,11.023333333333333,12.876666666666667
2018,10,Silverstone,SAI,Renault,25.77,16,16,0,16.0,11.0,15.0,0,0,1,0,0,0,0,0,Renault,5.891,52,2,18,3,3,3,1,0,3,17.0,24,3.473,27.5,52.16938775510204,38.8,False,1.4,1008.3,22.0,3.0,2,0.5,1,9.0,ESP,28.0,10.0,8.0,0.0,0.0,1777778.2592591224,9.333333333333334,8.88888888888889
2018,10,Silverstone,SIR,Williams,14.0,18,18,0,20.0,16.0,17.0,1,0,0,0,0,0,0,0,Mercedes,5.891,52,2,18,3,3,3,1,0,3,17.0,23,3.228,27.5,52.16938775510204,38.8,False,1.4,1008.3,,0.15,1,0.5,0,,RUS,0.0,20.0,0.0,1.0,0.6931471805599453,0.8888888888888888,15.0,22.754444444444445
2018,10,Silverstone,STR,Williams,12.0,19,19,0,10.0,15.0,16.0,1,0,0,0,0,0,0,0,Mercedes,5.891,52,2,18,3,3,3,1,0,3,17.0,20,3.228,27.5,52.16938775510204,38.8,False,1.4,1008.3,16.0,1.8,1,0.5,0,,CAN,4.0,17.0,0.0,1.0,0.6931471805599453,444445.3333333333,18.63,14.876666666666665
2018,10,Silverstone,VAN,McLaren,11.0,17,17,0,17.0,17.0,18.0,1,0,0,0,0,0,0,0,Renault,5.891,52,2,18,3,3,3,1,0,3,17.0,26,3.127,27.5,52.16938775510204,38.8,False,1.4,1008.3,11.0,0.15,2,0.5,0,,BEL,8.0,16.0,4.0,0.0,0.0,0.46666664592592927,16.563333333333333,14.33888888888889
2018,10,Silverstone,VER,Red Bull Racing,22.31,5,5,0,6.0,,5.0,0,1,0,0,0,1,0,0,Renault,5.891,52,2,18,3,3,3,1,0,3,17.0,21,2.552,27.5,52.16938775510204,38.8,False,1.4,1008.3,4.0,11.0,3,0.5,0,,NED,93.0,5.0,10.0,0.0,0.0,2777778.599629579,2.0,11.085555555555556
2018,10,Silverstone,VET,Ferrari,1.0,2,2,0,3.0,1.0,4.0,1,0,0,0,0,0,0,1,Ferrari,5.891,52,2,18,3,3,3,1,0,3,17.0,31,2.84,27.5,52.16938775510204,38.8,False,1.4,1008.3,7.0,60.0,3,0.5,1,6.0,GER,146.0,1.0,15.0,1.666666555555563,0.9808292113450615,4111112.0805554697,3.0,3.2222222222222223
2018,11,Hockenheim,ALO,McLaren,20.6,11,11,0,12.0,17.0,,0,1,0,0,0,0,1,0,Renault,4.574,67,2,17,2,2,2,3,0,3,18.5,37,3.127,27.0,40.66826923076923,49.6,True,1.9,1001.4,,30.0,2,0.5,0,8.0,ESP,40.0,8.0,0.0,1.0,0.6931471805599453,1800001.2499995627,12.376666666666665,12.545
2018,11,Hockenheim,BOT,Mercedes,2.0,2,2,0,5.0,3.0,,1,0,0,0,0,0,1,0,Mercedes,4.574,67,2,17,2,2,2,3,0,3,18.5,29,2.777,27.0,40.66826923076923,49.6,True,1.9,1001.4,,9.5,3,0.5,1,7.0,FIN,104.0,5.0,25.0,0.7199999712000011,0.5423242740811761,0.8015555038328437,15.17,8.709999999999999
2018,11,Hockenheim,ERI,Sauber,9.0,13,13,0,,14.0,2.0,1,0,0,0,1,0,0,0,Ferrari,4.574,67,2,17,2,2,2,3,0,3,18.5,28,2.968,27.0,40.66826923076923,49.6,True,1.9,1001.4,,0.15,1,0.5,0,5.0,SWE,3.0,18.0,0.0,2000000.0,14.508658238524095,200000.44999997498,17.026666666666667,17.582
2018,11,Hockenheim,GAS,Racing Bulls,14.0,20,17,0,18.0,15.0,5.0,1,0,0,0,0,0,0,0,Honda,4.574,67,2,17,2,2,2,3,0,3,18.5,22,3.003,27.0,40.66826923076923,49.6,True,1.9,1001.4,,1.5,2,0.5,0,6.0,FRA,18.0,13.0,1.0,0.0,0.0,1800000.7,24.666666666666668,22.293
2018,11,Hockenheim,GRO,Haas F1 Team,6.0,6,6,0,7.0,6.0,,1,0,0,0,0,0,1,0,Ferrari,4.574,67,2,17,2,2,2,3,0,3,18.5,32,3.311,27.0,40.66826923076923,49.6,True,1.9,1001.4,,4.2,1,0.5,0,7.0,FRA,12.0,15.0,0.0,8000000.0,15.894952224644102,0.5199999880000012,13.589999999999998,20.203
2018,11,Hockenheim,HAM,Mercedes,1.0,14,14,0,2.0,2.0,,1,0,0,0,0,0,1,1,Mercedes,4.574,67,2,17,2,2,2,3,0,3,18.5,33,2.777,27.0,40.66826923076923,49.6,True,1.9,1001.4,,50.0,3,0.5,1,10.0,GBR,163.0,2.0,18.0,1.3888888117283993,0.8708283254976574,2500001.611110883,8.513333333333334,4.454
2018,11,Hockenheim,HAR,Racing Bulls,10.0,17,18,0,15.0,16.0,6.0,1,0,0,0,0,0,0,0,Honda,4.574,67,2,17,2,2,2,3,0,3,18.5,29,3.003,27.0,40.66826923076923,49.6,True,1.9,1001.4,,0.15,2,0.5,0,,NZL,1.0,19.0,0.0,1000000.0,13.815511557963774,100000.7,29.403333333333336,23.429
2018,11,Hockenheim,HUL,Renault,5.0,7,7,0,10.0,9.0,7.0,1,0,0,0,0,0,0,0,Renault,4.574,67,2,17,2,2,2,3,0,3,18.5,31,3.473,27.0,40.66826923076923,49.6,True,1.9,1001.4,,3.5,2,0.5,1,6.0,GER,42.0,7.0,0.0,10000000.0,16.118095750958314,1600001.6999987501,11.666666666666666,16.311
2018,11,Hockenheim,LEC,Sauber,15.0,9,9,0,9.0,8.0,1.0,1,0,0,0,0,0,0,0,Ferrari,4.574,67,2,17,2,2,2,3,0,3,18.5,21,2.968,27.0,40.66826923076923,49.6,True,1.9,1001.4,,0.15,1,0.5,0,8.0,MON,13.0,14.0,2.0,0.0,0.0,1100000.5999997999,16.206666666666667,13.965
2018,11,Hockenheim,MAG,Haas F1 Team,11.0,5,5,0,8.0,7.0,,1,0,0,0,0,0,1,0,Ferrari,4.574,67,2,17,2,2,2,3,0,3,18.5,26,3.311,27.0,40.66826923076923,49.6,True,1.9,1001.4,,4.0,1,0.5,0,7.0,DEN,39.0,9.0,8.0,0.0,0.0,2900000.4833333264,6.666666666666667,11.345
2018,11,Hockenheim,OCO,Racing Point,8.0,15,16,0,,10.0,10.0,1,0,0,0,1,0,0,0,Mercedes,4.574,67,2,17,2,2,2,3,0,3,18.5,22,3.22,27.0,40.66826923076923,49.6,True,1.9,1001.4,,2.0,2,0.5,0,7.0,FRA,25.0,11.0,6.0,0.6666665555555741,0.510825557099333,1100001.033332711,21.0,18.949
2018,11,Hockenheim,PER,Racing Point,7.0,10,10,0,11.0,11.0,,1,0,0,0,0,0,1,0,Mercedes,4.574,67,2,17,2,2,2,3,0,3,18.5,28,3.22,27.0,40.66826923076923,49.6,True,1.9,1001.4,,3.0,2,0.5,0,6.0,MEX,24.0,12.0,4.0,1.4999996250000938,0.9162905818741813,1700000.3916666545,15.603333333333333,15.981
2018,11,Hockenheim,RAI,Ferrari,3.0,3,3,0,6.0,5.0,8.0,1,0,0,0,0,0,0,0,Ferrari,4.574,67,2,17,2,2,2,3,0,3,18.5,39,2.84,27.0,40.66826923076923,49.6,True,1.9,1001.4,,40.0,3,0.5,1,8.0,FIN,116.0,3.0,0.0,15000000.0,16.52356082573315,1.01366652763299,2.6666666666666665,9.235
2018,11,Hockenheim,RIC,Red Bull Racing,30.45,20,15,0,1.0,13.0,,0,1,0,0,0,0,1,0,Renault,4.574,67,2,17,2,2,2,3,0,3,18.5,29,2.552,27.0,40.66826923076923,49.6,True,1.9,1001.4,,6.0,3,0.5,0,6.0,AUS,106.0,4.0,12.0,0.0,0.0,1000002.0633326512,11.356666666666667,12.089
2018,11,Hockenheim,SAI,Renault,12.0,8,8,0,14.0,12.0,,1,0,0,0,0,0,1,0,Renault,4.574,67,2,17,2,2,2,3,0,3,18.5,24,3.473,27.0,40.66826923076923,49.6,True,1.9,1001.4,,3.0,2,0.5,1,9.0,ESP,28.0,10.0,10.0,0.0,0.0,1600000.4333332102,15.256666666666666,10.577
