Year,Round,Place,Driver,Team,Result,Start_Position,Q,Sprint,P1,P2,P3,Is_accident,Is_finished,Is_mechanical,Is_dsq,P1_missing,P2_missing,P3_missing,FastestLap
2024,22,Las Vegas,ALB,Williams,30.0,17,18,0,13.0,20.0,7.0,0.0,0,1.0,0.0,0,0,0,0
2024,22,Las Vegas,GAS,Alpine,34.0,3,3,0,9.0,6.0,10.0,0.0,0,1.0,0.0,0,0,0,0
2024,23,Lusail,VER,Red Bull Racing,1.0,2,1,8,11.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,LEC,Ferrari,2.0,5,5,5,1.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,PIA,McLaren,3.0,4,4,1,3.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,RUS,Mercedes,4.0,1,2,3,8.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,GAS,Alpine,5.0,11,11,9,15.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,SAI,Ferrari,6.0,7,7,4,4.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,ALO,Aston Martin,7.0,8,8,11,12.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,ZHO,Sauber,8.0,12,12,19,17.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,MAG,Haas F1 Team,9.0,10,10,10,16.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,NOR,McLaren,10.0,3,3,2,2.0,,,0.0,1,0.0,0.0,0,1,1,1
2024,23,Lusail,BOT,Sauber,11.0,13,13,12,6.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,HAM,Mercedes,12.0,6,6,6,10.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,TSU,Racing Bulls,13.0,14,14,17,5.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,LAW,Racing Bulls,14.0,17,17,16,14.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,ALB,Williams,15.0,16,16,15,9.0,,,0.0,1,0.0,0.0,0,1,1,0
2024,23,Lusail,HUL,Haas F1 Team,26.32,18,18,7,13.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,23,Lusail,PER,Red Bull Racing,26.67,9,9,20,18.0,,,0.0,0,1.0,0.0,0,1,1,0
2024,23,Lusail,STR,Aston Martin,45.79,15,15,13,7.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,23,Lusail,COL,Williams,50.0,19,19,18,19.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,23,Lusail,OCO,Alpine,50.0,20,20,14,20.0,,,1.0,0,0.0,0.0,0,1,1,0
2024,24,Yas Island,NOR,McLaren,1.0,1,1,0,2.0,1.0,2.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,SAI,Ferrari,2.0,3,3,0,,4.0,5.0,0.0,1,0.0,0.0,1,0,0,0
2024,24,Yas Island,LEC,Ferrari,3.0,19,14,0,1.0,6.0,9.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,HAM,Mercedes,4.0,16,18,0,3.0,5.0,3.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,RUS,Mercedes,5.0,6,7,0,4.0,13.0,6.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,VER,Red Bull Racing,6.0,4,5,0,,17.0,4.0,0.0,1,0.0,0.0,1,0,0,0
2024,24,Yas Island,GAS,Alpine,7.0,5,6,0,5.0,12.0,13.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,HUL,Haas F1 Team,8.0,7,4,0,6.0,3.0,7.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,ALO,Aston Martin,9.0,8,8,0,11.0,16.0,15.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,PIA,McLaren,10.0,2,2,0,,2.0,1.0,0.0,1,0.0,0.0,1,0,0,0
2024,24,Yas Island,ALB,Williams,11.0,18,16,0,,9.0,12.0,0.0,1,0.0,0.0,1,0,0,0
2024,24,Yas Island,TSU,Racing Bulls,12.0,11,11,0,,10.0,11.0,0.0,1,0.0,0.0,1,0,0,0
2024,24,Yas Island,ZHO,Sauber,13.0,15,17,0,16.0,15.0,19.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,STR,Aston Martin,14.0,13,13,0,,18.0,18.0,0.0,1,0.0,0.0,1,0,0,0
2024,24,Yas Island,DOO,Alpine,15.0,17,20,0,19.0,19.0,14.0,0.0,1,0.0,0.0,0,0,0,0
2024,24,Yas Island,MAG,Haas F1 Team,16.0,14,15,0,8.0,8.0,8.0,0.0,1,0.0,0.0,0,0,0,1
2024,24,Yas Island,LAW,Racing Bulls,20.52,12,12,0,12.0,11.0,17.0,0.0,0,1.0,0.0,0,0,0,0
2024,24,Yas Island,BOT,Sauber,29.66,9,9,0,13.0,7.0,16.0,1.0,0,0.0,0.0,0,0,0,0
2024,24,Yas Island,COL,Williams,31.03,20,19,0,7.0,20.0,20.0,0.0,0,1.0,0.0,0,0,0,0
2024,24,Yas Island,PER,Red Bull Racing,50.0,10,10,0,10.0,14.0,10.0,1.0,0,0.0,0.0,0,0,0,0
